person_name,user_name,email,personal_number,birth_date,address,phone_numer,mac_address,ip_address,clabe,accessed_at,session_duration,donwload_speed,upload_speed,consumed_traffic
Eloy Polanco Castillo,eloypolancocastillo,eloypolancocastillo@hotmail.com,37563297979,1963-10-13,"Peatonal Kiribati 263 Edif. 874 , Depto. 607, Nueva Senegal, NAY 48335-1993",1-154-302-4859x4884,aa:4a:a1:a9:8b:67,191.90.57.227,GB51OQSI6619459016479,2025-09-07 10:38:49,1471,50,361,970120
Lic. Modesto Aguirre,lic.modestoaguirre,lic.modestoaguirre@hotmail.com,99845669037,1936-04-02,"Andador Filipinas 949 Interior 912, Vieja Islas Salomón, DF 63809-7418",(018)340-7589,45:2d:64:e7:37:8b,34.27.62.55,GB63REPQ3086294403257,2026-01-13 16:16:15,8582,977,336,748430
Pedro Pablo Puente,pedropablopuente,pedropablopuente@yahoo.com,84902229487,2012-10-03,"Peatonal Mata 580 Edif. 476 , Depto. 527, Vieja India, MOR 46127-9263",+94(2)2995793673,46:7c:06:6d:05:6a,90.34.150.193,GB59ZTBY2233393866059,2026-02-24 10:32:07,15982,500,131,20197
Noemí Mascareñas de la Crúz,noemímascareñasdelacrúz,noemímascareñasdelacrúz@hotmail.com,33957861447,1927-01-04,"Viaducto Georgia 370 Interior 874, Nueva Reino Unido de Gran Bretaña e Irlanda del Norte, HGO 43421",1-214-335-5230x184,e3:37:f2:d3:74:85,148.238.82.127,GB67ERLA0659195094606,2026-04-05 15:56:46,17091,566,71,1648676
Dulce Orta,dulceorta,dulceorta@yahoo.com,28526213260,1914-11-29,"Retorno Polonia 716 Interior 929, San Vicente los altos, GTO 07238-1289",126-812-1497x66498,a2:56:9c:b3:aa:e8,55.112.152.163,GB09IXFU2266056820148,2026-06-21 10:30:17,5171,419,564,1742531
Amalia Velázquez,amaliavelázquez,amaliavelázquez@hotmail.com,74853283617,1983-04-11,"Continuación Henríquez 478 Edif. 248 , Depto. 093, San Marisol los bajos, CAMP 03774-7714",(640)386-6186x357,11:21:c8:81:89:39,15.173.99.100,GB90HPLP4679991020404,2026-02-09 05:39:39,14388,624,274,163122
Cristal Óscar Maestas,cristalóscarmaestas,cristalóscarmaestas@yahoo.com,47183393819,2009-11-16,"Retorno Distrito Federal 700 874, Vieja Uzbekistán, TLAX 12595",653.661.2139,5b:82:5d:83:b0:15,58.214.201.235,GB71GIHN3203716774241,2025-11-08 19:52:39,5639,654,765,653545
Joaquín René Abreu,joaquínrenéabreu,joaquínrenéabreu@gmail.com,64125165445,1985-06-28,"Calle Finlandia 482 Interior 918, San Mónica los bajos, ZAC 29760",+23(0)4346908347,86:44:f5:b0:34:1f,120.136.79.12,GB14CXQD4615796882743,2025-11-20 17:50:33,15012,601,713,564723
Ramón David Marroquín,ramóndavidmarroquín,ramóndavidmarroquín@gmail.com,33583592382,1921-07-07,"Calzada Sur Zapata 444 887, Vieja Bulgaria, TAB 15962",(267)637-4102x1765,da:3b:b9:e8:ab:5e,206.20.100.241,GB12ADUK9309878060908,2025-12-02 22:17:13,24075,751,492,1206742
Andrea Omar Solís,andreaomarsolís,andreaomarsolís@hotmail.com,67774657539,1921-12-18,"Calzada Rosales 588 Interior 853, Nueva Alemania, Q. ROO 05828",07850108195,5a:48:3b:6f:43:36,156.49.234.251,GB18NEPD0821765729262,2025-10-27 21:47:25,16051,788,270,799505
Irma Puga,irmapuga,irmapuga@hotmail.com,88683106970,2005-09-15,"Ampliación Zimbabwe 906 Edif. 572 , Depto. 020, San Natividad los altos, HGO 65921",(046)468-9641x86353,a4:e1:63:6a:c5:9b,42.243.206.53,GB10TVPU1263088894032,2025-09-09 16:31:31,6455,284,87,1787315
Andrés Fidel Alfaro,andrésfidelalfaro,andrésfidelalfaro@hotmail.com,99205745120,2026-02-22,"Eje vial Sur Roldán 697 Edif. 011 , Depto. 724, San Dolores de la Montaña, YUC 00090",+15(9)4630025851,ff:17:a9:7a:06:0e,92.64.170.72,GB13AQWK1665896214859,2026-03-31 00:25:32,31124,69,261,647339
Mariana Murillo,marianamurillo,marianamurillo@hotmail.com,56345882130,1927-06-06,"Corredor Togo 975 Edif. 758 , Depto. 690, Vieja Alemania, SON 63021",1-958-526-6727x5819,8d:1f:fb:96:9d:10,160.185.200.150,GB66PKOX7838929580420,2025-09-05 12:55:12,29179,36,122,686534
Ofelia Zamora Cortés,ofeliazamoracortés,ofeliazamoracortés@hotmail.com,92213185884,1980-04-13,"Avenida Jalisco 318 Edif. 885 , Depto. 209, San Jacinto los altos, SLP 72851-1272",101-972-6515x2304,e9:2b:72:00:17:d6,83.249.106.124,GB94MRFG4043315679700,2026-03-30 06:01:47,35578,218,542,631670
Mario Gaytán Olivas,mariogaytánolivas,mariogaytánolivas@hotmail.com,29452107716,1913-05-15,"Andador Baja California Sur 658 Interior 723, San Antonio de la Montaña, GTO 68322-3113",1-956-437-6241x66659,24:48:0b:56:56:07,27.51.109.150,GB30QWFY3857026791936,2026-06-11 05:26:43,12170,10,507,1012273
Amalia Porras Mercado,amaliaporrasmercado,amaliaporrasmercado@yahoo.com,36180884029,1928-10-25,"Circunvalación Chiapas 110 Edif. 694 , Depto. 930, Vieja Kirguistán, AGS 18444-5295",06582528123,0a:0a:21:5a:e8:65,149.125.100.7,GB07BQEB7925665725055,2025-12-07 14:37:09,24533,815,768,1967847
Olga Prado Fuentes,olgapradofuentes,olgapradofuentes@gmail.com,43417073269,1911-08-26,"Circunvalación Aguayo 739 767, Nueva Bélgica, OAX 53063",(378)648-6680,15:4e:76:08:c7:30,55.229.44.108,GB72BTNI6348724042063,2025-12-20 03:23:47,19788,498,453,686335
Alejandra Vigil,alejandravigil,alejandravigil@hotmail.com,04688307737,1926-01-17,"Circuito Batista 375 Interior 854, Vieja Myanmar, DGO 88251",1-228-836-6247x48270,8c:d9:ac:eb:de:96,170.9.44.121,GB83ZKZX4593969735841,2026-06-22 00:37:58,33435,262,693,1582572
Lic. Aldonza Urbina,lic.aldonzaurbina,lic.aldonzaurbina@hotmail.com,22739681413,1962-01-17,"Boulevard Somalia 184 446, Vieja Suriname, DGO 02544",759.798.5350,18:d0:dd:9d:d4:7a,64.53.115.39,GB62GYGY3459823047677,2026-03-01 17:26:21,3030,41,97,1156973
Marisol Fabiola Méndez Maldonado,marisolfabiolaméndezmaldonado,marisolfabiolaméndezmaldonado@hotmail.com,98153398809,1996-02-24,"Periférico Sur Burgos 718 Edif. 948 , Depto. 152, San Alvaro los bajos, SLP 68267",843.095.4128x374,6a:6d:13:47:7f:e2,121.177.241.230,GB52QAJU9506977612052,2025-12-14 03:47:28,16663,267,313,1086053
Octavio Jurado Sáenz,octaviojuradosáenz,octaviojuradosáenz@hotmail.com,13408480617,1931-01-11,"Diagonal Granado 607 733, Nueva Suiza, SLP 23453",789-816-6581x548,c9:f9:81:79:5b:97,109.45.13.224,GB46FIWJ2263738466735,2025-12-23 15:48:01,31471,540,330,759310
Guillermo Bétancourt Marroquín,guillermobétancourtmarroquín,guillermobétancourtmarroquín@hotmail.com,05763796439,1966-12-02,"Corredor Turquía 221 Interior 199, Vieja Haití, TAB 05691",(920)341-6226x55305,5d:06:c7:18:a9:8e,192.157.238.32,GB18VTYR6406295091931,2025-11-29 11:58:13,33841,944,426,1178698
Noelia Aragón Bustamante,noeliaaragónbustamante,noeliaaragónbustamante@yahoo.com,99316562182,2020-10-08,"Eje vial Egipto 402 Edif. 861 , Depto. 686, Nueva Benin, COL 92932-9685",014.758.7757x93829,7f:09:02:0f:bb:a8,155.140.166.173,GB87KTWO2076042476698,2026-03-03 01:41:38,35732,462,367,1358490
Sr(a). Elvira Moya,sr(a).elviramoya,sr(a).elviramoya@yahoo.com,46944759979,1977-07-26,"Circunvalación Sur Reyes 541 647, San Isabel los altos, JAL 72869",(463)158-6113,eb:2d:43:f6:77:d0,139.86.243.24,GB25VCZJ1850169342788,2026-06-12 00:14:50,3819,572,491,385886
Omar José Manuél Gaytán Polanco,omarjosémanuélgaytánpolanco,omarjosémanuélgaytánpolanco@gmail.com,39384598759,1914-03-10,"Calle Suiza 863 Interior 458, San Gregorio de la Montaña, QRO 49953",06264403526,8f:c1:40:83:4c:ca,117.117.106.253,GB88HZWL2810959559141,2026-03-18 11:42:28,25083,615,493,1485307
Mtro. Paulina Quesada,mtro.paulinaquesada,mtro.paulinaquesada@hotmail.com,94891608112,1981-07-03,"Periférico Norte Morales 575 Interior 830, San Abelardo de la Montaña, COAH 69851-5314",584-640-3341x85187,91:c6:51:72:17:3e,14.128.178.91,GB85VPXF0982427814087,2025-11-20 05:43:50,11648,395,123,1506748
José Manuél Adela Valdivia Zedillo,josémanuéladelavaldiviazedillo,josémanuéladelavaldiviazedillo@yahoo.com,47112950879,2001-11-04,"Calzada Pedroza 743 067, Nueva Mónaco, JAL 96795",330-413-3781x87449,0d:d5:02:5d:01:29,73.153.251.41,GB21RTDW1132135966994,2026-01-28 14:01:52,27784,459,598,1653809
Nicolás Rufino Dueñas,nicolásrufinodueñas,nicolásrufinodueñas@gmail.com,03991998794,1921-08-16,"Continuación Norte Herrera 139 116, San Amelia los bajos, TAMPS 16406-1857",278-811-0782,f3:91:d0:61:7d:32,131.215.23.214,GB80VMER0752768105285,2026-06-16 13:20:15,6489,64,232,1725173
Graciela Carrillo Heredia,gracielacarrilloheredia,gracielacarrilloheredia@hotmail.com,58457267910,1991-07-18,"Avenida Gambia 584 Edif. 361 , Depto. 636, Vieja Nigeria, TLAX 81657-6888",017.829.8617x43568,c6:df:4b:9a:00:42,133.163.174.56,GB56IQRU7718282696428,2026-02-18 08:23:51,15053,526,198,433204
Ing. Clemente Franco,ing.clementefranco,ing.clementefranco@gmail.com,88934984894,1933-09-15,"Cerrada Norte Castellanos 442 Edif. 111 , Depto. 607, San Rubén los bajos, CAMP 07058",859.191.8842,1d:10:40:e8:a3:4e,159.246.63.232,GB76JKVS6992028341805,2025-07-12 23:10:44,21990,68,530,1911523
Pamela Naranjo Carbajal,pamelanaranjocarbajal,pamelanaranjocarbajal@hotmail.com,20102397351,1959-12-30,"Periférico Sur Tapia 523 483, San Vicente de la Montaña, BC 42623-2754",(199)633-1612,52:ab:eb:ad:d5:92,49.222.80.172,GB78IZLN4584333838201,2026-02-11 20:49:09,9746,10,449,1473842
Vicente Oswaldo Zapata Niño,vicenteoswaldozapataniño,vicenteoswaldozapataniño@hotmail.com,40401070087,1949-06-18,"Periférico Chihuahua 616 Edif. 144 , Depto. 444, San Sofía los bajos, VER 28626-5765",(070)409-5347,4a:f9:62:45:cc:23,162.113.228.33,GB67FHGD7725301069032,2026-01-04 17:45:07,34799,712,767,628473
Óliver Mitzy Carrera Ponce,ólivermitzycarreraponce,ólivermitzycarreraponce@gmail.com,44501302010,1954-09-11,"Corredor Querétaro 908 300, Vieja Trinidad y Tabago, Q. ROO 25267",342-680-7147x50825,92:6c:55:87:66:07,39.207.144.250,GB39OSOZ2971806315798,2026-05-12 01:04:22,18569,740,565,682920
Sr(a). Virginia Gálvez,sr(a).virginiagálvez,sr(a).virginiagálvez@gmail.com,18815614294,1973-08-25,"Calle Godoy 787 Interior 674, San Porfirio de la Montaña, BC 02470",+80(3)0534337284,f6:28:1a:f5:b0:6a,48.76.142.8,GB06KREO2762288885382,2025-09-19 11:27:31,35304,73,356,1237715
Barbara Jacinto Villanueva,barbarajacintovillanueva,barbarajacintovillanueva@hotmail.com,20886333606,2009-10-06,"Pasaje Mozambique 234 388, Vieja Venezuela, BC 27764-8823",422-915-1989x3873,bc:51:a4:3c:88:db,64.236.213.183,GB60RYSQ9458451005280,2025-08-19 08:04:08,3651,168,142,760272
Paulina Gabriel Orta,paulinagabrielorta,paulinagabrielorta@gmail.com,38574953592,1998-12-16,"Eje vial Ceballos 162 Interior 675, Vieja Lesotho, DF 55426",272-660-3931x426,47:19:e2:e8:34:17,185.91.115.39,GB73VCIE3202593431139,2026-01-12 03:05:36,5677,617,621,62726
Concepción Rocío Prieto Escamilla,concepciónrocíoprietoescamilla,concepciónrocíoprietoescamilla@yahoo.com,99799484987,1977-04-01,"Calle Guanajuato 669 Edif. 964 , Depto. 663, San Ana Luisa los altos, TAB 67499",528.362.8238,aa:c6:4c:c0:cf:75,80.51.236.253,GB96WEYW2745939282578,2025-09-04 10:55:01,29016,750,368,1211562
Rosario Reyes Escobar,rosarioreyesescobar,rosarioreyesescobar@gmail.com,06928154167,1981-07-20,"Avenida Lucero 478 319, San Lorenzo los altos, SLP 12620",871-472-6867x0425,8c:ac:8d:d7:a3:f0,205.19.149.126,GB40CBLP0574811081864,2025-12-26 06:02:15,2864,864,292,1483885
Micaela Bravo Molina,micaelabravomolina,micaelabravomolina@hotmail.com,22554973333,1971-05-14,"Continuación Belarús 929 Edif. 068 , Depto. 227, San Luis de la Montaña, BCS 93966",06159474989,d4:5f:1d:74:89:bf,34.104.140.209,GB38WMTL4759588837264,2025-08-10 13:03:28,990,508,798,1167088
Antonia Regalado Guerrero,antoniaregaladoguerrero,antoniaregaladoguerrero@hotmail.com,74645741807,1912-07-09,"Circuito Norte Portillo 467 Edif. 300 , Depto. 124, San Arturo de la Montaña, GRO 48435",05742823405,c4:96:14:fc:5e:28,78.69.199.224,GB15UYVU1948030908386,2025-12-22 17:05:34,23932,961,454,1011190
Sandra Miranda Vela,sandramirandavela,sandramirandavela@gmail.com,66886130377,2011-03-09,"Calzada Sur Lemus 185 Interior 341, Vieja Myanmar, PUE 25373-2517",498-658-4559x1769,12:81:ba:f4:c9:f7,41.224.91.54,GB59VCVQ4185894715288,2025-08-28 09:54:00,117,769,701,1150643
Linda Ulloa,lindaulloa,lindaulloa@hotmail.com,42569777354,1913-06-16,"Circuito Irlanda 061 Interior 833, San Eloy los altos, CHIS 14711",+90(8)0850274637,f9:34:42:81:14:ea,49.131.140.1,GB72ROOW3523848405349,2025-07-01 17:27:53,26605,854,3,1285537
Jorge Luis Jaqueline Cordero,jorgeluisjaquelinecordero,jorgeluisjaquelinecordero@gmail.com,30518387532,1984-05-28,"Prolongación Zelaya 732 796, San Aldo los altos, DF 86623-7941",+78(2)3475110259,80:2a:1d:3d:0b:b6,41.219.199.201,GB63GVJZ0168349069592,2026-06-19 07:38:19,11452,357,631,83742
Ana Luisa Marisela Guajardo,analuisamariselaguajardo,analuisamariselaguajardo@gmail.com,71477834288,1931-01-23,"Calle Australia 371 Interior 714, San Leonor de la Montaña, SLP 48151",587.211.1015,b4:d6:3e:c3:81:17,155.187.36.59,GB13EJOW8151529523766,2026-06-02 14:14:15,7647,756,238,953369
Lic. Benjamín Beltrán,lic.benjamínbeltrán,lic.benjamínbeltrán@yahoo.com,81597868611,1964-10-11,"Calle Chihuahua 359 Edif. 261 , Depto. 304, San Mauricio de la Montaña, SLP 09950-9816",948-458-3867,25:96:d4:95:42:11,62.47.105.207,GB40GAMA2704311409833,2025-09-23 23:29:41,27921,160,106,1046735
Eva Camacho,evacamacho,evacamacho@gmail.com,37694604408,1984-12-22,"Boulevard Malta 373 Edif. 965 , Depto. 260, San Ofelia los bajos, COL 55862-6220",469.126.7118x8042,cc:d6:b6:b1:cc:3e,173.149.23.159,GB58YNRY3713252140089,2026-01-19 21:39:12,13023,754,798,911086
Bernabé Juan Carlos Robles Olivo,bernabéjuancarlosroblesolivo,bernabéjuancarlosroblesolivo@hotmail.com,92432098561,1928-10-25,"Circuito Aguascalientes 909 Interior 276, San Cristal los bajos, MOR 82643",1-486-853-7777x955,bd:27:07:eb:a4:a3,38.18.232.126,GB55KWPR3715657854306,2025-08-18 20:17:59,17608,287,215,39667
Marisol Palomino Tijerina,marisolpalominotijerina,marisolpalominotijerina@hotmail.com,73890540187,2021-01-28,"Periférico Sur Valadez 653 Edif. 223 , Depto. 475, Nueva Zambia, SLP 84863-5662",135-013-0903,18:e6:f5:51:8e:c5,128.16.147.101,GB13EXCH4660120661302,2026-04-22 01:57:40,35059,369,181,273416
Verónica Claudio Rolón,verónicaclaudiorolón,verónicaclaudiorolón@yahoo.com,77724596729,2025-04-19,"Diagonal Rubio 075 781, Nueva República Dominicana, SLP 51524",1-166-917-0488,49:47:26:1f:aa:b4,32.68.246.91,GB84FCQX9858700677257,2025-07-10 06:26:48,14279,585,579,929685
Leonor Camilo Frías Mojica,leonorcamilofríasmojica,leonorcamilofríasmojica@gmail.com,49639703534,2007-10-01,"Boulevard Lesotho 032 901, Vieja Omán, GTO 44794",1-164-175-3690x998,c4:6c:51:d1:ee:78,49.161.163.122,GB91MWMR1489480812972,2026-02-05 19:44:37,11309,646,560,1025989
Mtro. Tania Pedroza,mtro.taniapedroza,mtro.taniapedroza@yahoo.com,34774510076,1973-08-25,"Prolongación Norte Roque 055 Interior 859, San Dulce de la Montaña, CHIH 62956",715.766.4162x26934,10:e4:f2:e0:3b:a6,107.249.161.158,GB03WXOP4898847494279,2025-10-15 21:08:20,34099,616,53,32764
César Godoy,césargodoy,césargodoy@hotmail.com,25705104211,1933-06-09,"Periférico Ponce 855 386, Vieja Estados Unidos de América, COL 60468",(589)738-5797x446,63:43:22:73:87:da,221.248.129.153,GB88JSEN3230940343171,2025-07-08 09:06:56,33654,65,531,1728420
Mtro. Lilia Tamez,mtro.liliatamez,mtro.liliatamez@hotmail.com,98584764868,1934-08-22,"Diagonal Cintrón 634 650, Vieja Albania, YUC 66930",1-099-512-1221x846,09:70:ff:b5:9f:9c,107.27.105.190,GB24PEHT3336114040604,2026-06-02 09:55:06,22739,697,582,866400
Gerardo Lerma Camacho,gerardolermacamacho,gerardolermacamacho@gmail.com,83591560608,1919-11-21,"Cerrada Monroy 909 Edif. 460 , Depto. 466, San Mayte los altos, TLAX 76228-5691",00006848002,12:39:fb:a5:fe:bb,107.228.187.170,GB47LMYP7309699635272,2026-05-30 12:39:59,2564,168,722,1447552
María del Carmen Quintana,maríadelcarmenquintana,maríadelcarmenquintana@hotmail.com,49391899801,1997-08-25,"Diagonal Zambrano 243 Interior 800, Vieja Egipto, GRO 97116-8464",(143)999-3356,e1:de:bb:c4:15:32,30.133.145.177,GB85ZDVN8209741522516,2026-02-28 14:40:52,1489,204,158,1413809
Noemí Rubén Gómez,noemírubéngómez,noemírubéngómez@yahoo.com,47234776970,1973-01-15,"Pasaje Namibia 711 Edif. 264 , Depto. 243, San René los altos, OAX 55369",(857)885-7121,ec:16:c2:31:63:2d,40.99.112.152,GB49HZUG4893258189662,2026-04-05 13:31:51,4704,231,757,853471
Graciela Porfirio Alemán Regalado,gracielaporfirioalemánregalado,gracielaporfirioalemánregalado@gmail.com,80005870540,1977-05-19,"Calzada Chihuahua 481 Interior 537, Nueva Maldivas, ZAC 12510",962-001-3853x6408,76:bc:a0:d4:c4:10,114.91.229.31,GB35TLXI0630789037151,2025-07-09 15:51:13,14902,961,59,367681
Gerónimo Norma Fierro León,gerónimonormafierroleón,gerónimonormafierroleón@yahoo.com,55806066019,1978-01-05,"Circuito Villegas 529 Edif. 070 , Depto. 121, Vieja Somalia, PUE 46765",556.498.0041,76:b3:23:ed:91:29,152.26.220.206,GB57ARNC5437857692445,2026-06-28 14:35:34,9776,95,307,343842
Rodolfo Carranza,rodolfocarranza,rodolfocarranza@yahoo.com,83646675039,1996-09-25,"Avenida Norte Rosas 054 Edif. 066 , Depto. 450, Nueva Chad, SIN 78099-9170",682.868.4461,a2:ca:ac:8d:65:eb,10.24.211.101,GB94CLIC3927798536193,2026-05-09 00:47:27,10248,403,742,262996
Marcela Pamela Zamora,marcelapamelazamora,marcelapamelazamora@hotmail.com,59611589512,1917-10-18,"Peatonal Nueva Zelandia 917 Edif. 334 , Depto. 757, San Gerónimo los bajos, GRO 82536-0456",(361)174-2559x6106,b1:ba:d9:89:09:31,48.25.17.16,GB38AFBC7038640901967,2026-02-18 14:43:45,19687,628,737,1123900
Alta  Gracia Vega Bueno,altagraciavegabueno,altagraciavegabueno@yahoo.com,12633638809,2016-06-21,"Pasaje Argentina 868 085, Vieja Belarús, JAL 31542",553-957-8550x933,b3:fd:8d:22:86:d3,51.76.38.107,GB25ILHQ0699953566008,2026-02-28 19:03:00,29221,644,507,1101081
Serafín Gabriela Olivas,serafíngabrielaolivas,serafíngabrielaolivas@yahoo.com,39451875106,1971-10-31,"Circunvalación Sur Mesa 655 858, Nueva Ghana, CHIS 78196-2867",02317840888,bb:3c:6c:72:c5:13,122.72.79.92,GB96ITCX9266003620085,2026-02-28 15:32:46,5041,112,340,123951
Bernardo Chavarría Soliz,bernardochavarríasoliz,bernardochavarríasoliz@yahoo.com,17092913833,1929-10-13,"Calle Sonora 034 Edif. 571 , Depto. 692, Nueva Malta, ZAC 95364",(880)211-0396x89486,f5:1c:14:c8:57:13,205.8.38.253,GB20QZYM0049498048635,2025-10-24 15:10:26,11911,637,519,1467899
Lic. Salma Lovato,lic.salmalovato,lic.salmalovato@gmail.com,52515295906,1993-04-24,"Eje vial Angulo 452 Edif. 714 , Depto. 762, Nueva San Marino, SLP 25575-4570",(310)349-4563x96008,ae:5b:c0:6f:0d:37,109.44.39.211,GB08YWSS9391560986827,2026-03-28 09:22:42,4343,815,710,1691406
José Emilio Alonzo,joséemilioalonzo,joséemilioalonzo@yahoo.com,77968555902,2021-06-26,"Ampliación Campeche 287 010, Nueva Malta, COL 94289",+19(6)3080190606,8b:f5:1e:6f:e9:a1,181.139.158.95,GB35BQUA5701407166907,2026-01-25 14:38:06,5029,185,706,1984178
Julio Gustavo Barreto,juliogustavobarreto,juliogustavobarreto@gmail.com,14516559839,1946-09-08,"Circunvalación Trinidad y Tabago 474 Edif. 102 , Depto. 084, San Esperanza los altos, DGO 97742-1061",(643)854-4066,ff:9d:4c:03:03:36,47.107.8.18,GB49NJTF6018097563143,2025-11-28 21:07:54,21077,503,0,1425386
Iván Corona,iváncorona,iváncorona@gmail.com,64537865947,1991-09-28,"Retorno Sierra Leona 278 Interior 803, Nueva Marruecos, JAL 04039",(262)800-5618x40173,0e:62:67:f5:0b:a7,7.198.121.10,GB96HNSG1427096045606,2025-09-19 23:00:50,26452,320,696,1507090
Conchita Joaquín Jaramillo Espinal,conchitajoaquínjaramilloespinal,conchitajoaquínjaramilloespinal@yahoo.com,90063925169,1948-12-08,"Cerrada Estonia 188 548, Nueva Malasia, QRO 67047",05076268003,53:8d:cf:57:a7:ac,193.100.251.239,GB92ZTPB5397878338176,2026-04-16 13:54:43,35267,569,17,1514264
Concepción Sánchez Merino,concepciónsánchezmerino,concepciónsánchezmerino@gmail.com,96454327782,1986-03-15,"Callejón Bahamas 040 Interior 528, San Wilfrido los bajos, JAL 39060",773.762.3571,ec:cd:5e:c4:5c:40,186.253.192.122,GB22HWJX6061995912808,2026-03-03 02:45:33,26156,573,307,1169120
Abraham Gastélum,abrahamgastélum,abrahamgastélum@yahoo.com,74564412372,1955-08-23,"Circuito Chihuahua 672 Edif. 400 , Depto. 226, Nueva Países Bajos, HGO 17438-9636",1-877-342-3142x529,3e:b2:6a:64:d6:cc,132.161.134.113,GB51KNGA0542635092699,2026-03-14 11:53:04,15369,341,239,1758136
Sr(a). Marcela Linares,sr(a).marcelalinares,sr(a).marcelalinares@yahoo.com,01025873413,1923-01-15,"Cerrada Costa Rica 876 Interior 454, San Marco Antonio los altos, SON 77410",556.701.3180x71938,61:ba:51:58:2c:d1,72.55.88.96,GB07MTAN9333375896851,2025-08-08 21:20:32,107,387,37,1812575
Marcela Beltrán Carrero,marcelabeltráncarrero,marcelabeltráncarrero@gmail.com,37493630661,2025-06-28,"Prolongación Suriname 653 544, San Pedro los bajos, QRO 72665",1-524-922-5120x375,4b:51:51:11:95:0d,64.23.173.174,GB83CHMV2918758709689,2025-11-01 11:03:23,1885,573,454,1579658
Flavio Luna Montañez,flaviolunamontañez,flaviolunamontañez@gmail.com,82687496198,1921-01-12,"Viaducto Guerrero 961 Edif. 722 , Depto. 711, Vieja Afganistán, COL 26270-2245",1-966-844-0902x614,ac:95:65:75:01:16,135.120.253.218,GB60SRJZ1140243422461,2026-03-02 21:40:20,30488,595,674,1166081
Sr(a). Mario Alvarez,sr(a).marioalvarez,sr(a).marioalvarez@yahoo.com,76413217290,1973-06-28,"Cerrada Cornejo 909 Edif. 751 , Depto. 074, San Gonzalo los altos, TLAX 45866-4131",1-314-242-8357x444,de:6e:1b:27:e7:13,22.254.246.57,GB91ZQHG3476473117246,2026-03-02 21:38:59,15675,936,276,1540480
Mtro. Wilfrido Olivárez,mtro.wilfridoolivárez,mtro.wilfridoolivárez@yahoo.com,35376067530,2020-08-27,"Diagonal Sur Vanegas 822 274, San Iván los bajos, BCS 53162-1293",(331)813-5282,3b:a2:19:61:2a:26,111.227.213.105,GB04GDNA6702498699924,2026-05-19 09:25:08,8021,905,608,623904
